GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,ZCTA,SABINSA,TOTAL,URBAN,URBAN_AREAS,URBAN_CLUSTER,RURAL,NONDF,Rural_Dummy
G76367,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76367,,,,,ZCTA5 76367,76367,,13045,6285,0,6285,6760,0,1
G76370,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76370,,,,,ZCTA5 76370,76370,,299,0,0,0,299,0,1
G76371,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76371,,,,,ZCTA5 76371,76371,,1606,0,0,0,1606,0,1
G76372,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76372,,,,,ZCTA5 76372,76372,,974,0,0,0,974,0,1
G76373,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76373,,,,,ZCTA5 76373,76373,,162,0,0,0,162,0,1
G76374,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76374,,,,,ZCTA5 76374,76374,,4162,3282,0,3282,880,0,0
G76377,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76377,,,,,ZCTA5 76377,76377,,802,0,0,0,802,0,1
G76379,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76379,,,,,ZCTA5 76379,76379,,591,0,0,0,591,0,1
G76380,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76380,,,,,ZCTA5 76380,76380,,3820,0,0,0,3820,0,1
G76384,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76384,,,,,ZCTA5 76384,76384,,12991,10572,0,10572,2419,0,0
G76388,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76388,,,,,ZCTA5 76388,76388,,203,0,0,0,203,0,1
G76389,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76389,,,,,ZCTA5 76389,76389,,1329,0,0,0,1329,0,1
G76401,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76401,,,,,ZCTA5 76401,76401,,25702,15949,0,15949,9753,0,0
G76402,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76402,,,,,ZCTA5 76402,76402,,847,847,0,847,0,0,0
G76424,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76424,,,,,ZCTA5 76424,76424,,8992,5839,0,5839,3153,0,0
G76426,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76426,,,,,ZCTA5 76426,76426,,11302,5646,0,5646,5656,0,1
G76427,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76427,,,,,ZCTA5 76427,76427,,804,0,0,0,804,0,1
G76429,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76429,,,,,ZCTA5 76429,76429,,258,0,0,0,258,0,1
G76430,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76430,,,,,ZCTA5 76430,76430,,2532,0,0,0,2532,0,1
G76431,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76431,,,,,ZCTA5 76431,76431,,3384,0,0,0,3384,0,1
G76432,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76432,,,,,ZCTA5 76432,76432,,1370,0,0,0,1370,0,1
G76433,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76433,,,,,ZCTA5 76433,76433,,1416,0,0,0,1416,0,1
G76435,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76435,,,,,ZCTA5 76435,76435,,612,0,0,0,612,0,1
G76436,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76436,,,,,ZCTA5 76436,76436,,212,0,0,0,212,0,1
G76437,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76437,,,,,ZCTA5 76437,76437,,5721,3658,0,3658,2063,0,0
G76442,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76442,,,,,ZCTA5 76442,76442,,7545,3988,0,3988,3557,0,0
G76443,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76443,,,,,ZCTA5 76443,76443,,1897,0,0,0,1897,0,1
G76444,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76444,,,,,ZCTA5 76444,76444,,3635,0,0,0,3635,0,1
G76445,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76445,,,,,ZCTA5 76445,76445,,407,0,0,0,407,0,1
G76446,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76446,,,,,ZCTA5 76446,76446,,9000,3543,0,3543,5457,0,1
G76448,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76448,,,,,ZCTA5 76448,76448,,5628,3711,0,3711,1917,0,0
G76449,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76449,,,,,ZCTA5 76449,76449,,2434,0,0,0,2434,0,1
G76450,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76450,,,,,ZCTA5 76450,76450,,13258,9041,0,9041,4217,0,0
G76452,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76452,,,,,ZCTA5 76452,76452,,75,0,0,0,75,0,1
G76453,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76453,,,,,ZCTA5 76453,76453,,1125,0,0,0,1125,0,1
G76454,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76454,,,,,ZCTA5 76454,76454,,1688,0,0,0,1688,0,1
G76455,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76455,,,,,ZCTA5 76455,76455,,1014,0,0,0,1014,0,1
G76457,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76457,,,,,ZCTA5 76457,76457,,3960,0,0,0,3960,0,1
G76458,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76458,,,,,ZCTA5 76458,76458,,6261,4231,0,4231,2030,0,0
G76459,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76459,,,,,ZCTA5 76459,76459,,146,0,0,0,146,0,1
G76460,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76460,,,,,ZCTA5 76460,76460,,421,0,0,0,421,0,1
G76462,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76462,,,,,ZCTA5 76462,76462,,2982,0,0,0,2982,0,1
G76463,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76463,,,,,ZCTA5 76463,76463,,481,0,0,0,481,0,1
G76464,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76464,,,,,ZCTA5 76464,76464,,506,0,0,0,506,0,1
G76466,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76466,,,,,ZCTA5 76466,76466,,332,0,0,0,332,0,1
G76469,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76469,,,,,ZCTA5 76469,76469,,96,0,0,0,96,0,1
G76470,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76470,,,,,ZCTA5 76470,76470,,3238,0,0,0,3238,0,1
G76471,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76471,,,,,ZCTA5 76471,76471,,1906,0,0,0,1906,0,1
G76472,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76472,,,,,ZCTA5 76472,76472,,1499,0,0,0,1499,0,1
G76474,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76474,,,,,ZCTA5 76474,76474,,281,0,0,0,281,0,1
G76475,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76475,,,,,ZCTA5 76475,76475,,977,0,0,0,977,0,1
G76476,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76476,,,,,ZCTA5 76476,76476,,2637,0,0,0,2637,0,1
G76481,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76481,,,,,ZCTA5 76481,76481,,208,0,0,0,208,0,1
G76483,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76483,,,,,ZCTA5 76483,76483,,1063,0,0,0,1063,0,1
G76484,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76484,,,,,ZCTA5 76484,76484,,1147,0,0,0,1147,0,1
G76486,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76486,,,,,ZCTA5 76486,76486,,1375,0,0,0,1375,0,1
G76487,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76487,,,,,ZCTA5 76487,76487,,2507,0,0,0,2507,0,1
G76490,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76490,,,,,ZCTA5 76490,76490,,91,0,0,0,91,0,1
G76491,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76491,,,,,ZCTA5 76491,76491,,459,0,0,0,459,0,1
G76501,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76501,,,,,ZCTA5 76501,76501,,16897,12396,12396,0,4501,0,0
G76502,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76502,,,,,ZCTA5 76502,76502,,31545,27125,27125,0,4420,0,0
G76504,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76504,,,,,ZCTA5 76504,76504,,24268,23431,23431,0,837,0,0
G76508,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76508,,,,,ZCTA5 76508,76508,,0,0,0,0,0,0,0
G76511,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76511,,,,,ZCTA5 76511,76511,,3317,2653,0,2653,664,0,0
G76513,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76513,,,,,ZCTA5 76513,76513,,34172,27119,27119,0,7053,0,0
G76518,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76518,,,,,ZCTA5 76518,76518,,1581,0,0,0,1581,0,1
G76519,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76519,,,,,ZCTA5 76519,76519,,626,0,0,0,626,0,1
G76520,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76520,,,,,ZCTA5 76520,76520,,8413,5389,0,5389,3024,0,0
G76522,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76522,,,,,ZCTA5 76522,76522,,35534,30489,30489,0,5045,0,0
G76523,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76523,,,,,ZCTA5 76523,76523,,18,0,0,0,18,0,1
G76524,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76524,,,,,ZCTA5 76524,76524,,2867,0,0,0,2867,0,1
G76525,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76525,,,,,ZCTA5 76525,76525,,1062,0,0,0,1062,0,1
G76527,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76527,,,,,ZCTA5 76527,76527,,4058,0,0,0,4058,0,1
G76528,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76528,,,,,ZCTA5 76528,76528,,16974,8675,0,8675,8299,0,0
G76530,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76530,,,,,ZCTA5 76530,76530,,2540,0,0,0,2540,0,1
G76531,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76531,,,,,ZCTA5 76531,76531,,4978,3034,0,3034,1944,0,0
G76534,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76534,,,,,ZCTA5 76534,76534,,2615,0,0,0,2615,0,1
G76537,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76537,,,,,ZCTA5 76537,76537,,3870,0,0,0,3870,0,1
G76538,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76538,,,,,ZCTA5 76538,76538,,761,0,0,0,761,0,1
G76539,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76539,,,,,ZCTA5 76539,76539,,7841,284,284,0,7557,0,1
G76541,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76541,,,,,ZCTA5 76541,76541,,19206,19206,19206,0,0,0,0
G76542,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76542,,,,,ZCTA5 76542,76542,,40025,36332,36332,0,3693,0,0
G76543,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76543,,,,,ZCTA5 76543,76543,,30430,29570,29570,0,860,0,0
G76544,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76544,,,,,ZCTA5 76544,76544,,29943,29939,29939,0,4,0,0
G76548,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76548,,,,,ZCTA5 76548,76548,,26344,25839,25839,0,505,0,0
G76549,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76549,,,,,ZCTA5 76549,76549,,44490,41539,41539,0,2951,0,0
G76550,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76550,,,,,ZCTA5 76550,76550,,11586,6080,0,6080,5506,0,0
G76554,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76554,,,,,ZCTA5 76554,76554,,2104,0,0,0,2104,0,1
G76556,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76556,,,,,ZCTA5 76556,76556,,1461,0,0,0,1461,0,1
G76557,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76557,,,,,ZCTA5 76557,76557,,5178,0,0,0,5178,0,1
G76559,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76559,,,,,ZCTA5 76559,76559,,5051,4432,4432,0,619,0,0
G76561,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76561,,,,,ZCTA5 76561,76561,,962,0,0,0,962,0,1
G76565,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76565,,,,,ZCTA5 76565,76565,,74,0,0,0,74,0,1
G76566,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76566,,,,,ZCTA5 76566,76566,,258,0,0,0,258,0,1
G76567,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76567,,,,,ZCTA5 76567,76567,,8984,5459,0,5459,3525,0,0
G76569,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76569,,,,,ZCTA5 76569,76569,,2498,0,0,0,2498,0,1
G76570,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76570,,,,,ZCTA5 76570,76570,,2572,0,0,0,2572,0,1
G76571,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76571,,,,,ZCTA5 76571,76571,,6790,0,0,0,6790,0,1
G76573,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76573,,,,,ZCTA5 76573,76573,,26,0,0,0,26,0,1
G76574,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76574,,,,,ZCTA5 76574,76574,,17661,14436,0,14436,3225,0,0
G76577,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76577,,,,,ZCTA5 76577,76577,,3046,0,0,0,3046,0,1
G76578,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76578,,,,,ZCTA5 76578,76578,,1766,0,0,0,1766,0,1
G76579,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76579,,,,,ZCTA5 76579,76579,,4258,319,319,0,3939,0,1
G76596,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76596,,,,,ZCTA5 76596,76596,,1274,1274,0,1274,0,0,0
G76597,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76597,,,,,ZCTA5 76597,76597,,2882,2882,0,2882,0,0,0
G76598,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76598,,,,,ZCTA5 76598,76598,,523,523,0,523,0,0,0
G76599,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76599,,,,,ZCTA5 76599,76599,,1956,1956,0,1956,0,0,0
G76621,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76621,,,,,ZCTA5 76621,76621,,1037,0,0,0,1037,0,1
G76622,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76622,,,,,ZCTA5 76622,76622,,1015,0,0,0,1015,0,1
G76623,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76623,,,,,ZCTA5 76623,76623,,242,0,0,0,242,0,1
G76624,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76624,,,,,ZCTA5 76624,76624,,2231,0,0,0,2231,0,1
G76626,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76626,,,,,ZCTA5 76626,76626,,1563,0,0,0,1563,0,1
G76627,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76627,,,,,ZCTA5 76627,76627,,1601,0,0,0,1601,0,1
G76628,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76628,,,,,ZCTA5 76628,76628,,111,0,0,0,111,0,1
G76629,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76629,,,,,ZCTA5 76629,76629,,1989,0,0,0,1989,0,1
G76630,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76630,,,,,ZCTA5 76630,76630,,1840,0,0,0,1840,0,1
G76631,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76631,,,,,ZCTA5 76631,76631,,522,0,0,0,522,0,1
G76632,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76632,,,,,ZCTA5 76632,76632,,1778,0,0,0,1778,0,1
G76633,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76633,,,,,ZCTA5 76633,76633,,4973,0,0,0,4973,0,1
G76634,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76634,,,,,ZCTA5 76634,76634,,7093,3421,0,3421,3672,0,1
G76635,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76635,,,,,ZCTA5 76635,76635,,1341,0,0,0,1341,0,1
G76636,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76636,,,,,ZCTA5 76636,76636,,1497,0,0,0,1497,0,1
G76637,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76637,,,,,ZCTA5 76637,76637,,536,0,0,0,536,0,1
G76638,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76638,,,,,ZCTA5 76638,76638,,2837,0,0,0,2837,0,1
G76639,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76639,,,,,ZCTA5 76639,76639,,1584,0,0,0,1584,0,1
G76640,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76640,,,,,ZCTA5 76640,76640,,3005,933,933,0,2072,0,1
G76641,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76641,,,,,ZCTA5 76641,76641,,1674,0,0,0,1674,0,1
G76642,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76642,,,,,ZCTA5 76642,76642,,7057,3948,0,3948,3109,0,0
G76643,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76643,,,,,ZCTA5 76643,76643,,13554,13461,13461,0,93,0,0
G76645,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76645,,,,,ZCTA5 76645,76645,,11039,8328,0,8328,2711,0,0
G76648,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76648,,,,,ZCTA5 76648,76648,,2302,0,0,0,2302,0,1
G76649,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76649,,,,,ZCTA5 76649,76649,,790,0,0,0,790,0,1
G76650,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76650,,,,,ZCTA5 76650,76650,,104,0,0,0,104,0,1
G76651,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76651,,,,,ZCTA5 76651,76651,,3300,0,0,0,3300,0,1
G76652,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76652,,,,,ZCTA5 76652,76652,,1087,0,0,0,1087,0,1
G76653,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76653,,,,,ZCTA5 76653,76653,,1082,0,0,0,1082,0,1
G76654,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76654,,,,,ZCTA5 76654,76654,,151,0,0,0,151,0,1
G76655,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76655,,,,,ZCTA5 76655,76655,,7831,408,408,0,7423,0,1
G76656,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76656,,,,,ZCTA5 76656,76656,,2276,0,0,0,2276,0,1
G76657,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76657,,,,,ZCTA5 76657,76657,,9307,7625,2732,4893,1682,0,0
G76660,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76660,,,,,ZCTA5 76660,76660,,506,0,0,0,506,0,1
G76661,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76661,,,,,ZCTA5 76661,76661,,8708,5832,0,5832,2876,0,0
G76664,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76664,,,,,ZCTA5 76664,76664,,3514,0,0,0,3514,0,1
G76665,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76665,,,,,ZCTA5 76665,76665,,2526,0,0,0,2526,0,1
G76666,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76666,,,,,ZCTA5 76666,76666,,244,0,0,0,244,0,1
G76667,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76667,,,,,ZCTA5 76667,76667,,11313,6898,0,6898,4415,0,0
G76670,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76670,,,,,ZCTA5 76670,76670,,1377,0,0,0,1377,0,1
G76671,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76671,,,,,ZCTA5 76671,76671,,1777,0,0,0,1777,0,1
G76673,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76673,,,,,ZCTA5 76673,76673,,1187,0,0,0,1187,0,1
G76676,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76676,,,,,ZCTA5 76676,76676,,413,0,0,0,413,0,1
G76678,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76678,,,,,ZCTA5 76678,76678,,263,0,0,0,263,0,1
G76679,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76679,,,,,ZCTA5 76679,76679,,1432,0,0,0,1432,0,1
G76680,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76680,,,,,ZCTA5 76680,76680,,190,0,0,0,190,0,1
G76681,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76681,,,,,ZCTA5 76681,76681,,873,0,0,0,873,0,1
G76682,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76682,,,,,ZCTA5 76682,76682,,2660,0,0,0,2660,0,1
G76685,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76685,,,,,ZCTA5 76685,76685,,108,0,0,0,108,0,1
G76686,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76686,,,,,ZCTA5 76686,76686,,285,0,0,0,285,0,1
G76687,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76687,,,,,ZCTA5 76687,76687,,1466,0,0,0,1466,0,1
G76689,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76689,,,,,ZCTA5 76689,76689,,3996,0,0,0,3996,0,1
G76690,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76690,,,,,ZCTA5 76690,76690,,1197,0,0,0,1197,0,1
G76691,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76691,,,,,ZCTA5 76691,76691,,6454,2780,0,2780,3674,0,1
G76692,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76692,,,,,ZCTA5 76692,76692,,10115,0,0,0,10115,0,1
G76693,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76693,,,,,ZCTA5 76693,76693,,1651,0,0,0,1651,0,1
G76701,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76701,,,,,ZCTA5 76701,76701,,1826,1826,1826,0,0,0,0
G76704,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76704,,,,,ZCTA5 76704,76704,,8007,8007,8007,0,0,0,0
G76705,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76705,,,,,ZCTA5 76705,76705,,29155,22625,22625,0,6530,0,0
G76706,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76706,,,,,ZCTA5 76706,76706,,35015,30684,30684,0,4331,0,0
G76707,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76707,,,,,ZCTA5 76707,76707,,16697,16697,16697,0,0,0,0
G76708,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76708,,,,,ZCTA5 76708,76708,,24476,21384,21384,0,3092,0,0
G76710,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76710,,,,,ZCTA5 76710,76710,,22686,22686,22686,0,0,0,0
G76711,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76711,,,,,ZCTA5 76711,76711,,9042,9042,9042,0,0,0,0
G76712,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76712,,,,,ZCTA5 76712,76712,,23506,20031,20031,0,3475,0,0
G76798,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76798,,,,,ZCTA5 76798,76798,,1862,1862,1862,0,0,0,0
G76801,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76801,,,,,ZCTA5 76801,76801,,25552,19681,0,19681,5871,0,0
G76802,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76802,,,,,ZCTA5 76802,76802,,5075,3030,0,3030,2045,0,0
G76820,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76820,,,,,ZCTA5 76820,76820,,125,0,0,0,125,0,1
G76821,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76821,,,,,ZCTA5 76821,76821,,4869,3705,0,3705,1164,0,0
G76823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76823,,,,,ZCTA5 76823,76823,,2945,0,0,0,2945,0,1
G76824,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76824,,,,,ZCTA5 76824,76824,,35,0,0,0,35,0,1
G76825,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76825,,,,,ZCTA5 76825,76825,,7091,5357,0,5357,1734,0,0
G76827,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76827,,,,,ZCTA5 76827,76827,,433,0,0,0,433,0,1
G76828,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76828,,,,,ZCTA5 76828,76828,,199,0,0,0,199,0,1
G76831,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76831,,,,,ZCTA5 76831,76831,,63,0,0,0,63,0,1
G76832,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76832,,,,,ZCTA5 76832,76832,,559,0,0,0,559,0,1
G76834,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76834,,,,,ZCTA5 76834,76834,,5908,4310,0,4310,1598,0,0
G76836,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76836,,,,,ZCTA5 76836,76836,,41,0,0,0,41,0,1
G76837,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76837,,,,,ZCTA5 76837,76837,,3188,0,0,0,3188,0,1
G76841,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76841,,,,,ZCTA5 76841,76841,,61,0,0,0,61,0,1
G76842,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76842,,,,,ZCTA5 76842,76842,,191,0,0,0,191,0,1
G76844,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76844,,,,,ZCTA5 76844,76844,,3550,0,0,0,3550,0,1
