GISJOIN,YEAR,STUSAB,ZCTA5A,ZCTA_NAME,Total,Under0.5,0.5_0.99,1.00_1.24,1.25_1.49,1.50_1.84,1.85_1.99,Over2.0,Poverty_Dummy,Pct_Agg
G03431,2015-2019,US,3431,ZCTA5 03431,21910,1218,1347,942,713,1340,388,15962,0,11.70698311
G03440,2015-2019,US,3440,ZCTA5 03440,3131,107,90,174,42,59,95,2564,0,6.291919515
G03441,2015-2019,US,3441,ZCTA5 03441,154,34,9,0,15,30,0,66,0,27.92207792
G03442,2015-2019,US,3442,ZCTA5 03442,1507,20,60,56,126,100,22,1123,0,5.308560053
G03443,2015-2019,US,3443,ZCTA5 03443,425,0,0,0,0,0,0,425,0,0
G03444,2015-2019,US,3444,ZCTA5 03444,1394,67,27,18,82,28,38,1134,0,6.743185079
G03445,2015-2019,US,3445,ZCTA5 03445,797,12,29,25,65,42,35,589,0,5.144291092
G03446,2015-2019,US,3446,ZCTA5 03446,5994,117,163,165,230,198,92,5029,0,4.671338005
G03447,2015-2019,US,3447,ZCTA5 03447,2354,33,58,57,88,184,131,1803,0,3.865760408
G03448,2015-2019,US,3448,ZCTA5 03448,804,40,22,19,32,67,7,617,0,7.711442786
G03449,2015-2019,US,3449,ZCTA5 03449,1751,21,20,22,52,32,34,1570,0,2.341519132
G03450,2015-2019,US,3450,ZCTA5 03450,927,41,13,7,11,18,20,817,0,5.825242718
G03451,2015-2019,US,3451,ZCTA5 03451,3898,110,327,26,174,121,84,3056,0,11.21087737
G03452,2015-2019,US,3452,ZCTA5 03452,5217,77,341,250,200,146,97,4106,0,8.012267587
G03455,2015-2019,US,3455,ZCTA5 03455,2411,48,149,50,13,217,55,1879,0,8.170883451
G03456,2015-2019,US,3456,ZCTA5 03456,827,56,32,12,8,38,42,639,0,10.64087062
G03457,2015-2019,US,3457,ZCTA5 03457,817,72,32,18,0,29,2,664,0,12.72949816
G03458,2015-2019,US,3458,ZCTA5 03458,6857,172,297,133,182,226,191,5656,0,6.839725828
G03461,2015-2019,US,3461,ZCTA5 03461,5030,44,319,117,189,306,208,3847,0,7.216699801
G03462,2015-2019,US,3462,ZCTA5 03462,1326,41,0,49,0,147,0,1089,0,3.092006033
G03464,2015-2019,US,3464,ZCTA5 03464,1042,37,33,4,30,10,6,922,0,6.717850288
G03465,2015-2019,US,3465,ZCTA5 03465,2002,69,97,199,137,130,25,1345,0,8.291708292
G03466,2015-2019,US,3466,ZCTA5 03466,1856,16,0,13,138,16,15,1658,0,0.862068966
G03467,2015-2019,US,3467,ZCTA5 03467,1541,21,6,9,12,41,6,1446,0,1.75210902
G03470,2015-2019,US,3470,ZCTA5 03470,4998,197,633,247,331,304,54,3232,0,16.60664266
G03561,2015-2019,US,3561,ZCTA5 03561,5920,731,463,352,166,89,368,3751,0,20.16891892
G03570,2015-2019,US,3570,ZCTA5 03570,8224,525,999,737,473,645,239,4606,0,18.5311284
G03574,2015-2019,US,3574,ZCTA5 03574,2548,69,170,63,52,182,134,1878,0,9.379905808
G03575,2015-2019,US,3575,ZCTA5 03575,68,28,29,0,0,0,0,11,1,83.82352941
G03576,2015-2019,US,3576,ZCTA5 03576,2802,102,220,128,130,315,78,1829,0,11.49179158
G03579,2015-2019,US,3579,ZCTA5 03579,307,0,42,6,19,41,0,199,0,13.68078176
G03580,2015-2019,US,3580,ZCTA5 03580,1333,11,37,27,32,73,24,1129,0,3.600900225
G03581,2015-2019,US,3581,ZCTA5 03581,3028,59,77,59,113,94,5,2621,0,4.491413474
G03582,2015-2019,US,3582,ZCTA5 03582,2513,147,140,165,133,163,56,1709,0,11.42061281
G03583,2015-2019,US,3583,ZCTA5 03583,850,20,13,9,30,99,68,611,0,3.882352941
G03584,2015-2019,US,3584,ZCTA5 03584,3535,76,192,62,269,145,201,2590,0,7.581329562
G03585,2015-2019,US,3585,ZCTA5 03585,2785,181,118,90,293,170,204,1729,0,10.73608618
G03586,2015-2019,US,3586,ZCTA5 03586,633,23,12,0,34,25,24,515,0,5.529225908
G03588,2015-2019,US,3588,ZCTA5 03588,1632,52,95,28,131,182,16,1128,0,9.007352941
G03590,2015-2019,US,3590,ZCTA5 03590,901,73,162,44,4,171,41,406,0,26.08213097
G03592,2015-2019,US,3592,ZCTA5 03592,1064,12,82,51,22,100,29,768,0,8.834586466
G03593,2015-2019,US,3593,ZCTA5 03593,376,15,5,4,4,27,0,321,0,5.319148936
G03595,2015-2019,US,3595,ZCTA5 03595,704,17,9,10,21,63,16,568,0,3.693181818
G03597,2015-2019,US,3597,ZCTA5 03597,333,0,78,65,10,19,19,142,0,23.42342342
G03598,2015-2019,US,3598,ZCTA5 03598,3108,188,224,134,106,269,138,2049,0,13.25611326
G03601,2015-2019,US,3601,ZCTA5 03601,421,13,5,4,6,19,0,374,0,4.275534442
G03602,2015-2019,US,3602,ZCTA5 03602,2445,198,187,186,84,88,37,1665,0,15.74642127
G03603,2015-2019,US,3603,ZCTA5 03603,5292,375,416,133,162,575,223,3408,0,14.94708995
G03604,2015-2019,US,3604,ZCTA5 03604,123,0,0,0,0,0,0,123,0,0
G03605,2015-2019,US,3605,ZCTA5 03605,928,31,44,13,29,44,4,763,0,8.081896552
G03607,2015-2019,US,3607,ZCTA5 03607,392,14,2,19,32,8,13,304,0,4.081632653
G03608,2015-2019,US,3608,ZCTA5 03608,2981,36,86,23,28,127,79,2602,0,4.09258638
G03609,2015-2019,US,3609,ZCTA5 03609,832,24,18,9,7,7,8,759,0,5.048076923
G03740,2015-2019,US,3740,ZCTA5 03740,712,0,3,15,25,57,90,522,0,0.421348315
G03741,2015-2019,US,3741,ZCTA5 03741,4032,122,46,159,148,198,38,3321,0,4.166666667
G03743,2015-2019,US,3743,ZCTA5 03743,13303,1102,1085,815,663,774,507,8357,0,16.43990077
G03745,2015-2019,US,3745,ZCTA5 03745,1550,33,139,20,23,40,29,1266,0,11.09677419
G03746,2015-2019,US,3746,ZCTA5 03746,233,3,0,0,7,9,0,214,0,1.287553648
G03748,2015-2019,US,3748,ZCTA5 03748,4865,44,136,29,290,138,59,4169,0,3.699897225
G03750,2015-2019,US,3750,ZCTA5 03750,1020,10,0,142,21,49,0,798,0,0.980392157
G03751,2015-2019,US,3751,ZCTA5 03751,468,47,33,0,0,98,32,258,0,17.09401709
G03752,2015-2019,US,3752,ZCTA5 03752,675,37,59,18,7,27,12,515,0,14.22222222
G03753,2015-2019,US,3753,ZCTA5 03753,2869,0,49,0,56,61,0,2703,0,1.707912165
G03754,2015-2019,US,3754,ZCTA5 03754,51,0,0,0,0,0,0,51,0,0
G03755,2015-2019,US,3755,ZCTA5 03755,6526,519,133,162,23,387,69,5233,0,9.990806007
G03765,2015-2019,US,3765,ZCTA5 03765,609,3,10,44,0,3,2,547,0,2.134646962
G03766,2015-2019,US,3766,ZCTA5 03766,9189,581,347,269,157,153,167,7515,0,10.09903145
G03768,2015-2019,US,3768,ZCTA5 03768,1852,43,12,17,120,3,10,1647,0,2.969762419
G03770,2015-2019,US,3770,ZCTA5 03770,391,15,0,0,0,43,0,333,0,3.836317136
G03771,2015-2019,US,3771,ZCTA5 03771,935,3,39,19,45,13,21,795,0,4.49197861
G03773,2015-2019,US,3773,ZCTA5 03773,7721,460,410,331,392,703,183,5242,0,11.26797047
G03774,2015-2019,US,3774,ZCTA5 03774,1611,6,86,235,20,149,25,1090,0,5.710738672
G03777,2015-2019,US,3777,ZCTA5 03777,1444,108,37,61,166,56,8,1008,0,10.04155125
G03779,2015-2019,US,3779,ZCTA5 03779,868,6,20,22,14,12,20,774,0,2.995391705
G03780,2015-2019,US,3780,ZCTA5 03780,415,9,0,29,73,34,0,270,0,2.168674699
G03781,2015-2019,US,3781,ZCTA5 03781,2019,71,46,170,34,60,41,1597,0,5.794947994
G03782,2015-2019,US,3782,ZCTA5 03782,3105,183,26,47,33,192,23,2601,0,6.731078905
G03784,2015-2019,US,3784,ZCTA5 03784,4094,249,298,190,104,159,115,2979,0,13.36101612
G03785,2015-2019,US,3785,ZCTA5 03785,2211,28,255,63,65,422,99,1279,0,12.79963817
G03801,2015-2019,US,3801,ZCTA5 03801,21525,634,789,618,283,612,143,18446,0,6.610917538
G03809,2015-2019,US,3809,ZCTA5 03809,3524,16,108,0,91,42,129,3138,0,3.518728717
G03810,2015-2019,US,3810,ZCTA5 03810,1774,0,0,176,0,53,43,1502,0,0
G03811,2015-2019,US,3811,ZCTA5 03811,6897,97,52,62,0,218,0,6468,0,2.160359577
G03812,2015-2019,US,3812,ZCTA5 03812,596,73,1,8,10,96,0,408,0,12.41610738
G03813,2015-2019,US,3813,ZCTA5 03813,2656,43,139,51,52,235,41,2095,0,6.852409639
G03814,2015-2019,US,3814,ZCTA5 03814,2315,91,139,86,141,196,112,1550,0,9.935205184
G03816,2015-2019,US,3816,ZCTA5 03816,1489,4,50,49,149,95,18,1124,0,3.62659503
G03817,2015-2019,US,3817,ZCTA5 03817,931,86,49,79,0,115,0,602,0,14.50053706
G03818,2015-2019,US,3818,ZCTA5 03818,3828,260,490,130,156,236,82,2474,0,19.59247649
G03819,2015-2019,US,3819,ZCTA5 03819,4496,73,31,66,152,252,43,3879,0,2.31316726
G03820,2015-2019,US,3820,ZCTA5 03820,30516,1109,1921,656,971,973,503,24383,0,9.92921746
G03823,2015-2019,US,3823,ZCTA5 03823,1849,26,24,10,8,3,37,1741,0,2.704164413
G03824,2015-2019,US,3824,ZCTA5 03824,8514,1489,816,169,57,329,55,5599,0,27.07305614
G03825,2015-2019,US,3825,ZCTA5 03825,9245,219,102,101,48,208,126,8441,0,3.472147107
G03826,2015-2019,US,3826,ZCTA5 03826,2250,27,0,96,0,170,0,1957,0,1.2
G03827,2015-2019,US,3827,ZCTA5 03827,3136,92,68,5,8,67,111,2785,0,5.102040816
G03830,2015-2019,US,3830,ZCTA5 03830,1925,138,146,0,188,237,12,1204,0,14.75324675
G03832,2015-2019,US,3832,ZCTA5 03832,299,7,15,9,6,2,8,252,0,7.357859532
G03833,2015-2019,US,3833,ZCTA5 03833,21633,515,502,302,653,785,149,18727,0,4.701151019
G03835,2015-2019,US,3835,ZCTA5 03835,6877,415,249,168,467,411,144,5023,0,9.655372982
G03836,2015-2019,US,3836,ZCTA5 03836,1349,63,23,32,16,56,15,1144,0,6.375092661
G03837,2015-2019,US,3837,ZCTA5 03837,1410,67,143,0,44,43,0,1113,0,14.89361702
G03838,2015-2019,US,3838,ZCTA5 03838,1169,0,50,58,97,95,0,869,0,4.277159966
G03839,2015-2019,US,3839,ZCTA5 03839,4035,41,410,169,52,310,75,2978,0,11.1771995
G03840,2015-2019,US,3840,ZCTA5 03840,3993,113,54,27,79,0,31,3689,0,4.182319058
G03841,2015-2019,US,3841,ZCTA5 03841,6530,174,183,132,184,190,234,5433,0,5.467075038
G03842,2015-2019,US,3842,ZCTA5 03842,15289,261,394,271,348,587,481,12947,0,4.284125842
G03844,2015-2019,US,3844,ZCTA5 03844,2371,68,17,0,5,42,0,2239,0,3.584985238
G03845,2015-2019,US,3845,ZCTA5 03845,1091,63,17,0,51,92,18,850,0,7.332722273
G03846,2015-2019,US,3846,ZCTA5 03846,884,12,99,9,94,20,9,641,0,12.55656109
G03847,2015-2019,US,3847,ZCTA5 03847,363,0,0,0,0,0,0,363,0,0
G03848,2015-2019,US,3848,ZCTA5 03848,6260,19,490,66,164,273,97,5151,0,8.130990415
G03849,2015-2019,US,3849,ZCTA5 03849,1449,90,89,60,22,117,47,1024,0,12.35334714
G03850,2015-2019,US,3850,ZCTA5 03850,233,15,0,0,0,0,4,214,0,6.43776824
G03851,2015-2019,US,3851,ZCTA5 03851,4057,67,78,90,220,123,6,3473,0,3.574069509
G03852,2015-2019,US,3852,ZCTA5 03852,543,0,0,0,101,0,125,317,0,0
G03853,2015-2019,US,3853,ZCTA5 03853,468,39,21,11,46,12,0,339,0,12.82051282
G03854,2015-2019,US,3854,ZCTA5 03854,835,3,5,3,6,18,28,772,0,0.958083832
G03855,2015-2019,US,3855,ZCTA5 03855,2680,83,90,34,62,105,20,2286,0,6.455223881
G03856,2015-2019,US,3856,ZCTA5 03856,1757,9,48,0,7,10,0,1683,0,3.244166192
G03857,2015-2019,US,3857,ZCTA5 03857,8975,343,264,198,431,473,239,7027,0,6.763231198
G03858,2015-2019,US,3858,ZCTA5 03858,4920,62,117,37,53,143,70,4438,0,3.638211382
G03860,2015-2019,US,3860,ZCTA5 03860,4303,449,215,181,53,163,229,3013,0,15.43109459
G03861,2015-2019,US,3861,ZCTA5 03861,4484,47,2,54,306,1,15,4059,0,1.092774309
G03862,2015-2019,US,3862,ZCTA5 03862,4463,221,42,88,61,94,53,3904,0,5.892897154
G03864,2015-2019,US,3864,ZCTA5 03864,1670,54,236,94,68,46,26,1146,0,17.36526946
G03865,2015-2019,US,3865,ZCTA5 03865,7628,174,139,238,56,108,66,6847,0,4.103303618
G03867,2015-2019,US,3867,ZCTA5 03867,21299,883,1059,1124,982,1264,801,15186,0,9.117798958
G03868,2015-2019,US,3868,ZCTA5 03868,5297,321,471,348,100,311,147,3599,0,14.95185954
G03869,2015-2019,US,3869,ZCTA5 03869,2522,102,64,6,47,116,43,2144,0,6.582077716
G03870,2015-2019,US,3870,ZCTA5 03870,5237,122,115,0,101,38,120,4741,0,4.525491694
G03871,2015-2019,US,3871,ZCTA5 03871,173,0,0,0,0,0,0,173,0,0
G03872,2015-2019,US,3872,ZCTA5 03872,3621,22,17,131,16,192,85,3158,0,1.077050539
G03873,2015-2019,US,3873,ZCTA5 03873,6220,20,103,139,189,171,217,5381,0,1.977491961
G03874,2015-2019,US,3874,ZCTA5 03874,8901,152,281,219,234,297,348,7370,0,4.864621953
G03875,2015-2019,US,3875,ZCTA5 03875,1099,0,18,24,0,37,0,1020,0,1.637852593
G03878,2015-2019,US,3878,ZCTA5 03878,11901,637,414,488,188,447,130,9597,0,8.831190656
G03882,2015-2019,US,3882,ZCTA5 03882,1630,38,122,169,36,114,62,1089,0,9.81595092
G03883,2015-2019,US,3883,ZCTA5 03883,334,0,0,0,0,30,32,272,0,0
G03884,2015-2019,US,3884,ZCTA5 03884,3958,59,25,12,142,324,127,3269,0,2.122283982
G03885,2015-2019,US,3885,ZCTA5 03885,7386,112,14,164,10,112,0,6974,0,1.705930138
G03886,2015-2019,US,3886,ZCTA5 03886,1680,45,115,253,90,130,57,990,0,9.523809524
G03887,2015-2019,US,3887,ZCTA5 03887,2076,73,39,54,43,80,33,1754,0,5.394990366
G03890,2015-2019,US,3890,ZCTA5 03890,166,0,0,0,0,44,0,122,0,0
G03894,2015-2019,US,3894,ZCTA5 03894,6220,78,219,130,471,452,229,4641,0,4.774919614
G03901,2015-2019,US,3901,ZCTA5 03901,7592,108,230,188,150,592,31,6293,0,4.452054795
G03902,2015-2019,US,3902,ZCTA5 03902,2419,16,67,20,0,16,2,2298,0,3.431169905
G03903,2015-2019,US,3903,ZCTA5 03903,6551,69,74,21,241,384,31,5731,0,2.182872844
G03904,2015-2019,US,3904,ZCTA5 03904,7861,284,243,169,406,572,16,6171,0,6.703981682
G03905,2015-2019,US,3905,ZCTA5 03905,1706,20,44,86,15,155,13,1373,0,3.751465416
G03906,2015-2019,US,3906,ZCTA5 03906,4581,72,113,91,40,191,69,4005,0,4.038419559
G03907,2015-2019,US,3907,ZCTA5 03907,1062,19,46,49,18,29,23,878,0,6.120527307
G03908,2015-2019,US,3908,ZCTA5 03908,7464,195,87,169,38,258,38,6679,0,3.778135048
G03909,2015-2019,US,3909,ZCTA5 03909,10202,233,168,163,362,569,141,8566,0,3.930601843
G03910,2015-2019,US,3910,ZCTA5 03910,320,0,30,1,0,0,24,265,0,9.375
G03911,2015-2019,US,3911,ZCTA5 03911,59,0,0,0,0,0,0,59,0,0
G04001,2015-2019,US,4001,ZCTA5 04001,2550,27,214,35,195,135,17,1927,0,9.450980392
G04002,2015-2019,US,4002,ZCTA5 04002,7230,96,330,64,131,780,84,5745,0,5.892116183
G04003,2015-2019,US,4003,ZCTA5 04003,329,18,27,0,0,0,72,212,0,13.67781155
G04005,2015-2019,US,4005,ZCTA5 04005,22311,697,1685,1066,1041,2525,844,14453,0,10.67634799
G04006,2015-2019,US,4006,ZCTA5 04006,162,24,16,11,7,0,5,99,0,24.69135802
G04008,2015-2019,US,4008,ZCTA5 04008,2795,15,22,152,212,99,12,2283,0,1.323792487
G04009,2015-2019,US,4009,ZCTA5 04009,5166,185,379,147,388,515,117,3435,0,10.91753775
G04010,2015-2019,US,4010,ZCTA5 04010,1398,48,75,117,156,115,21,866,0,8.798283262
G04011,2015-2019,US,4011,ZCTA5 04011,18811,535,1138,516,618,773,677,14554,0,8.893732391
G04015,2015-2019,US,4015,ZCTA5 04015,3785,272,280,155,213,252,125,2488,0,14.58388375
G04017,2015-2019,US,4017,ZCTA5 04017,448,25,7,5,16,18,19,358,0,7.142857143
G04019,2015-2019,US,4019,ZCTA5 04019,23,0,0,0,0,0,0,23,0,0
G04020,2015-2019,US,4020,ZCTA5 04020,1352,71,99,29,110,122,29,892,0,12.5739645
G04021,2015-2019,US,4021,ZCTA5 04021,6408,124,187,0,87,141,28,5841,0,4.853308365
G04022,2015-2019,US,4022,ZCTA5 04022,1254,47,87,54,48,50,44,924,0,10.68580542
G04024,2015-2019,US,4024,ZCTA5 04024,629,27,14,12,35,11,64,466,0,6.518282989
G04027,2015-2019,US,4027,ZCTA5 04027,6270,162,135,122,514,357,240,4740,0,4.736842105
G04029,2015-2019,US,4029,ZCTA5 04029,1595,31,76,51,59,130,30,1218,0,6.70846395
G04030,2015-2019,US,4030,ZCTA5 04030,2137,80,82,53,0,0,17,1905,0,7.580720636
G04032,2015-2019,US,4032,ZCTA5 04032,8257,61,120,131,301,351,234,7059,0,2.192079448
G04037,2015-2019,US,4037,ZCTA5 04037,3654,58,138,215,115,202,315,2611,0,5.363984674
G04038,2015-2019,US,4038,ZCTA5 04038,16144,355,569,606,457,513,303,13341,0,5.723488603
G04039,2015-2019,US,4039,ZCTA5 04039,7618,111,346,289,119,353,194,6206,0,5.998949856
G04040,2015-2019,US,4040,ZCTA5 04040,3227,168,241,177,85,337,76,2143,0,12.67431051
G04041,2015-2019,US,4041,ZCTA5 04041,1734,56,229,251,92,64,30,1012,0,16.43598616
G04042,2015-2019,US,4042,ZCTA5 04042,4577,46,255,103,102,273,61,3737,0,6.576360061
G04043,2015-2019,US,4043,ZCTA5 04043,11206,270,407,377,223,327,122,9480,0,6.041406389
G04046,2015-2019,US,4046,ZCTA5 04046,7853,149,160,189,145,294,162,6754,0,3.934801987
G04047,2015-2019,US,4047,ZCTA5 04047,1907,92,134,151,54,208,33,1235,0,11.85107499
G04048,2015-2019,US,4048,ZCTA5 04048,3023,116,209,231,176,178,122,1991,0,10.75090969
G04049,2015-2019,US,4049,ZCTA5 04049,3712,31,169,114,473,112,311,2502,0,5.387931034
G04050,2015-2019,US,4050,ZCTA5 04050,314,9,20,6,5,3,2,269,0,9.23566879
G04051,2015-2019,US,4051,ZCTA5 04051,1004,40,11,19,136,44,10,744,0,5.079681275
G04055,2015-2019,US,4055,ZCTA5 04055,3896,174,322,44,162,88,99,3007,0,12.73100616
G04056,2015-2019,US,4056,ZCTA5 04056,355,0,22,0,32,0,0,301,0,6.197183099
G04057,2015-2019,US,4057,ZCTA5 04057,38,0,0,0,38,0,0,0,0,0
G04061,2015-2019,US,4061,ZCTA5 04061,3471,227,306,0,222,109,227,2380,0,15.35580524
G04062,2015-2019,US,4062,ZCTA5 04062,17607,290,843,433,318,749,450,14524,0,6.434940649
G04063,2015-2019,US,4063,ZCTA5 04063,454,7,29,42,44,22,7,303,0,7.929515419
G04064,2015-2019,US,4064,ZCTA5 04064,8379,324,350,337,454,432,169,6313,0,8.043919322
G04066,2015-2019,US,4066,ZCTA5 04066,616,0,12,29,11,9,9,546,0,1.948051948
G04068,2015-2019,US,4068,ZCTA5 04068,1440,41,236,124,99,87,61,792,0,19.23611111
G04069,2015-2019,US,4069,ZCTA5 04069,1623,58,16,48,48,95,84,1274,0,4.559457794
G04071,2015-2019,US,4071,ZCTA5 04071,5035,102,147,41,33,328,127,4257,0,4.945382324
G04072,2015-2019,US,4072,ZCTA5 04072,19070,536,854,468,271,923,504,15514,0,7.288935501
G04073,2015-2019,US,4073,ZCTA5 04073,15991,1145,1365,526,661,1573,341,10380,0,15.69632919
G04074,2015-2019,US,4074,ZCTA5 04074,19559,441,387,273,347,375,197,17539,0,4.233345263
G04076,2015-2019,US,4076,ZCTA5 04076,2658,64,58,53,64,239,77,2103,0,4.589917231
G04079,2015-2019,US,4079,ZCTA5 04079,3935,117,152,133,81,133,119,3200,0,6.836086404
G04083,2015-2019,US,4083,ZCTA5 04083,4594,201,152,90,235,242,202,3472,0,7.683935568
G04084,2015-2019,US,4084,ZCTA5 04084,6742,156,132,100,243,343,108,5660,0,4.271729457
G04085,2015-2019,US,4085,ZCTA5 04085,2659,1,391,0,0,266,0,2001,0,14.74238436
G04086,2015-2019,US,4086,ZCTA5 04086,8725,394,365,186,114,385,289,6992,0,8.699140401
G04087,2015-2019,US,4087,ZCTA5 04087,2185,0,103,15,0,284,79,1704,0,4.71395881
G04088,2015-2019,US,4088,ZCTA5 04088,1448,69,56,98,83,107,36,999,0,8.632596685
G04090,2015-2019,US,4090,ZCTA5 04090,10350,218,670,199,426,442,95,8300,0,8.579710145
G04091,2015-2019,US,4091,ZCTA5 04091,867,33,136,32,25,55,0,586,0,19.49250288
G04092,2015-2019,US,4092,ZCTA5 04092,18586,1465,1573,403,895,618,281,13351,0,16.3456365
G04093,2015-2019,US,4093,ZCTA5 04093,8217,129,208,124,47,144,205,7360,0,4.101253499
G04095,2015-2019,US,4095,ZCTA5 04095,1042,26,50,4,58,80,23,801,0,7.293666027
G04096,2015-2019,US,4096,ZCTA5 04096,8343,178,112,251,25,162,164,7451,0,3.475967877
G04097,2015-2019,US,4097,ZCTA5 04097,3746,77,81,82,60,132,40,3274,0,4.217832355
G04101,2015-2019,US,4101,ZCTA5 04101,16997,1834,2613,753,1067,824,518,9388,0,26.16344061
G04102,2015-2019,US,4102,ZCTA5 04102,17093,733,1290,706,800,928,490,12146,0,11.8352542
G04103,2015-2019,US,4103,ZCTA5 04103,30221,1186,1846,1143,1033,1906,789,22318,0,10.03275868
G04105,2015-2019,US,4105,ZCTA5 04105,11808,150,174,127,107,300,162,10788,0,2.743902439
G04106,2015-2019,US,4106,ZCTA5 04106,25149,1085,1154,761,627,872,655,19995,0,8.902938487
G04107,2015-2019,US,4107,ZCTA5 04107,9178,167,213,31,61,163,6,8537,0,4.140335585
G04108,2015-2019,US,4108,ZCTA5 04108,867,40,9,21,13,24,23,737,0,5.651672434
G04109,2015-2019,US,4109,ZCTA5 04109,70,9,0,0,0,0,0,61,0,12.85714286
G04110,2015-2019,US,4110,ZCTA5 04110,1576,0,13,13,0,12,0,1538,0,0.824873096
G04210,2015-2019,US,4210,ZCTA5 04210,22569,819,1742,1223,1504,1593,621,15067,0,11.34742346
G04216,2015-2019,US,4216,ZCTA5 04216,475,58,3,11,14,29,18,342,0,12.84210526
G04217,2015-2019,US,4217,ZCTA5 04217,3313,330,333,88,123,344,65,2030,0,20.01207365
G04219,2015-2019,US,4219,ZCTA5 04219,1416,149,86,36,65,98,42,940,0,16.5960452
G04220,2015-2019,US,4220,ZCTA5 04220,3274,121,193,180,95,280,106,2299,0,9.590714722
G04221,2015-2019,US,4221,ZCTA5 04221,863,77,56,52,40,126,28,484,0,15.41135574
G04222,2015-2019,US,4222,ZCTA5 04222,3920,105,29,51,116,162,0,3457,0,3.418367347
G04224,2015-2019,US,4224,ZCTA5 04224,2369,154,371,131,227,266,37,1183,0,22.16124947
G04226,2015-2019,US,4226,ZCTA5 04226,182,21,11,3,0,25,4,118,0,17.58241758
G04227,2015-2019,US,4227,ZCTA5 04227,112,5,0,40,37,0,0,30,0,4.464285714
G04228,2015-2019,US,4228,ZCTA5 04228,0,0,0,0,0,0,0,0,0,#DIV/0!
G04231,2015-2019,US,4231,ZCTA5 04231,271,12,28,9,8,37,8,169,0,14.7601476
G04234,2015-2019,US,4234,ZCTA5 04234,40,0,0,0,0,0,0,40,0,0
G04236,2015-2019,US,4236,ZCTA5 04236,4250,110,67,37,119,72,122,3723,0,4.164705882
G04237,2015-2019,US,4237,ZCTA5 04237,171,2,2,0,0,4,2,161,0,2.339181287
G04238,2015-2019,US,4238,ZCTA5 04238,1711,114,154,36,59,203,5,1140,0,15.66335476
G04239,2015-2019,US,4239,ZCTA5 04239,4581,110,268,144,32,254,161,3612,0,8.251473477
G04240,2015-2019,US,4240,ZCTA5 04240,33772,2441,3666,2241,1869,2410,1012,20133,0,18.08302736
G04250,2015-2019,US,4250,ZCTA5 04250,4101,114,301,247,215,517,180,2527,0,10.11948305
G04252,2015-2019,US,4252,ZCTA5 04252,4749,64,269,116,250,352,229,3469,0,7.012002527
G04253,2015-2019,US,4253,ZCTA5 04253,2050,83,148,34,109,35,59,1582,0,11.26829268
G04254,2015-2019,US,4254,ZCTA5 04254,3093,107,513,202,223,242,181,1625,0,20.0452635
G04255,2015-2019,US,4255,ZCTA5 04255,536,17,20,12,58,53,6,370,0,6.902985075
G04256,2015-2019,US,4256,ZCTA5 04256,2940,117,35,73,195,566,254,1700,0,5.170068027
G04257,2015-2019,US,4257,ZCTA5 04257,2628,72,186,291,67,222,134,1656,0,9.817351598
G04258,2015-2019,US,4258,ZCTA5 04258,2554,48,120,23,79,235,70,1979,0,6.577916993
G04259,2015-2019,US,4259,ZCTA5 04259,3272,166,256,230,133,254,66,2167,0,12.89731051
G04260,2015-2019,US,4260,ZCTA5 04260,5721,193,309,88,96,180,227,4628,0,8.77468974
G04261,2015-2019,US,4261,ZCTA5 04261,343,21,18,26,10,17,10,241,0,11.37026239
G04263,2015-2019,US,4263,ZCTA5 04263,2206,67,153,148,191,53,19,1575,0,9.972801451
G04265,2015-2019,US,4265,ZCTA5 04265,958,1,0,11,48,92,42,764,0,0.104384134
G04267,2015-2019,US,4267,ZCTA5 04267,64,0,0,0,0,12,0,52,0,0
G04268,2015-2019,US,4268,ZCTA5 04268,4846,361,598,270,453,161,114,2889,0,19.78951713
G04270,2015-2019,US,4270,ZCTA5 04270,6333,217,1271,237,173,465,381,3589,0,23.49597347
G04271,2015-2019,US,4271,ZCTA5 04271,0,0,0,0,0,0,0,0,0,#DIV/0!
G04274,2015-2019,US,4274,ZCTA5 04274,5566,75,178,50,139,750,76,4298,0,4.545454545
G04275,2015-2019,US,4275,ZCTA5 04275,437,8,35,28,44,36,38,248,0,9.839816934
G04276,2015-2019,US,4276,ZCTA5 04276,5690,84,701,374,321,585,50,3575,0,13.79613357
G04280,2015-2019,US,4280,ZCTA5 04280,6751,270,351,40,291,88,106,5605,0,9.198637239
G04281,2015-2019,US,4281,ZCTA5 04281,4954,416,479,254,44,442,177,3142,0,18.06620912
G04282,2015-2019,US,4282,ZCTA5 04282,5760,47,244,462,138,345,67,4457,0,5.052083333
G04284,2015-2019,US,4284,ZCTA5 04284,1026,44,57,143,33,55,41,653,0,9.844054581
G04285,2015-2019,US,4285,ZCTA5 04285,383,12,23,6,28,39,14,261,0,9.138381201
G04286,2015-2019,US,4286,ZCTA5 04286,51,0,0,0,0,41,0,10,0,0
G04287,2015-2019,US,4287,ZCTA5 04287,3319,41,211,116,180,78,290,2403,0,7.592648388
G04289,2015-2019,US,4289,ZCTA5 04289,2252,134,280,116,156,169,65,1332,0,18.38365897
G04290,2015-2019,US,4290,ZCTA5 04290,1386,36,35,53,93,73,11,1085,0,5.122655123
G04292,2015-2019,US,4292,ZCTA5 04292,1114,81,54,27,123,85,55,689,0,12.11849192
